name,rating,company_type,employee_count,ownership_status,company_age,head_quarters,reviews,salaries,interviews,jobs,benefits
Shiv Nadar University,4.2,Education & Training,501-1k Employees,N/A,12 years old,Noida,72,518,3,7,12
HR+,4.0,Recruitment,1-10 Employees,N/A,17 years old,Ashford,72,423,9,230,7
Realistic Realtors,3.7,Real Estate,201-500 Employees,N/A,25 years old,Gurgaon,72,426,1,12,5
WHSmith,4.3,Retail,201-500 Employees,N/A,231 years old,Swindon,72,278,3,--,8
Computer Generated Solutions,3.0,IT Services & Consulting,201-500 Employees,N/A,39 years old,New York,72,743,4,--,10
SSPL,3.9,Industrial Automation,11-50 Employees,N/A,20 years old,Hyderabad,72,654,4,4,8
Flex Technologies,4.0,N/A,1k-5k Employees,N/A,N/A,N/A,72,769,1,--,10
Fluidline Engineers And Fabricators,3.5,Industrial Machinery,51-200 Employees,N/A,35 years old,Kanpur,72,281,4,--,4
S K Samanta & Co,3.5,Engineering & Construction,51-200 Employees,N/A,41 years old,Kolkata,72,365,5,--,17
Spectro Analytical Labs,3.3,Clinical Research,201-500 Employees,N/A,28 years old,New Delhi,72,321,1,6,4
Ghantoot Gulf Contracting,4.1,N/A,N/A,N/A,N/A,N/A,72,214,3,--,15
Ksolves India Limited,3.4,IT Services & Consulting,201-500 Employees,Public,11 years old,Noida,72,541,14,30,5
Government of Uttar Pradesh,3.8,Government,1 Lakh+ Employees,N/A,N/A,N/A,72,385,2,--,8
Aditya Birla Insurance Brokers,4.1,Insurance,201-500 Employees,Public,20 years old,Veraval,72,528,2,2,15
Revmax Telecom Infrastructure,3.3,Telecom,51-200 Employees,N/A,19 years old,Navi Mumbai,72,153,1,--,16
Tv9,4.0,Media & Entertainment,5k-10k Employees,N/A,19 years old,Hyderabad,72,436,3,--,7
Renishaw,4.0,Industrial Automation,201-500 Employees,N/A,50 years old,Wotton-under-edge,72,543,8,1,13
Unitech Power Transmission,3.8,Power,201-500 Employees,Public,28 years old,Gurgaon/Gurugram,72,425,--,4,14
Rhydburg Pharmaceuticals,3.6,Pharma,51-200 Employees,Public,36 years old,Delhi/NCR,72,361,5,6,11
Sequretek It Solutions,3.6,IT Services & Consulting,201-500 Employees,Startup,10 years old,Mumbai,72,965,2,3,6
Anmol Feeds,3.8,Agriculture,51-200 Employees,N/A,23 years old,Kolkata,72,374,4,1,6
Avacend Solutions,3.9,Recruitment,501-1k Employees,N/A,20 years old,Chennai,72,551,5,--,15
Fourth Partner Energy,4.4,Power,201-500 Employees,N/A,13 years old,Hyderabad,72,491,6,3,12
VRP Telematics,3.9,Retail,201-500 Employees,N/A,18 years old,New Delhi,72,265,1,--,6
Disposafe Health And Life Care,3.0,Medical Equipment,1k-5k Employees,Public,16 years old,Delhi/NCR,72,468,7,1,8
6Sense,3.9,Software Product,201-500 Employees,Startup,10 years old,San Francisco,72,304,3,24,40
Signex Technologies,4.9,Software Product,11-50 Employees,N/A,N/A,N/A,72,26,--,--,72
Intello Labs Pvt Ltd,3.4,IT Services & Consulting,51-200 Employees,N/A,7 years old,Gurgaon,72,452,7,14,6
ClaySys,3.2,IT Services & Consulting,51-200 Employees,N/A,14 years old,Kakkanad,72,448,5,3,4
Kiran Udyog Auto Industries,4.1,Auto Components,201-500 Employees,N/A,39 years old,Gurgaon/Gurugram,72,593,--,--,10
Essencea Infoserv,2.5,BPO,51-200 Employees,N/A,N/A,N/A,72,255,9,16,3
Amazon Distribution,4.3,Logistics,51-200 Employees,N/A,N/A,N/A,72,421,7,--,21
RS India Group,3.9,N/A,51-200 Employees,N/A,N/A,N/A,72,169,1,--,3
Birdeye,3.7,Marketing & Advertising,201-500 Employees,N/A,11 years old,Palo Alto,72,571,11,4,10
Vowelweb,4.8,IT Services & Consulting,51-200 Employees,N/A,10 years old,Nagpur,72,129,5,3,3
Seco Komos Automotive,3.9,Auto Components,201-500 Employees,N/A,56 years old,Hwaseong-si,72,400,5,--,11
Sekhani Industries,3.5,FMCG,51-200 Employees,N/A,53 years old,Ahmedabad,72,302,7,--,8
Shri Ram Murti Smarak Institute of Medical Sciences,4.2,Education & Training,501-1k Employees,N/A,33 years old,Bareilly,72,220,2,42,9
Radiant Hitech Eng,4.2,Industrial Machinery,N/A,N/A,44 years old,Vadodara,72,289,--,--,8
Tvs Brakes India Pvt Ltd Sholinghur,4.1,Auto Components,10k-50k Employees,N/A,N/A,N/A,72,284,5,--,15
Erection Instrumentation,4.2,Pharma,201-500 Employees,Central,22 years old,New Delhi,72,422,2,--,6
Roseate Hotels & Resorts,3.4,Hospitality,201-500 Employees,N/A,14 years old,New Delhi,72,385,2,--,9
Radiant Hitech Eng,4.2,Industrial Machinery,N/A,N/A,44 years old,Vadodara,72,289,--,--,8
Tvs Brakes India Pvt Ltd Sholinghur,4.1,Auto Components,10k-50k Employees,N/A,N/A,N/A,72,284,5,--,15
Fourth Partner Energy,4.4,Power,201-500 Employees,N/A,13 years old,Hyderabad,72,491,6,3,12
VRP Telematics,3.9,Retail,201-500 Employees,N/A,18 years old,New Delhi,72,265,1,--,6
Disposafe Health And Life Care,3.0,Medical Equipment,1k-5k Employees,Public,16 years old,Delhi/NCR,72,468,7,1,8
Kun Hyundai,4.0,Automobile,51-200 Employees,N/A,25 years old,Chennai,72,458,1,--,5
Migsun Group,2.9,Real Estate,51-200 Employees,N/A,31 years old,Ghaziabad,72,510,6,--,4
Sekhani Industries,3.5,FMCG,51-200 Employees,N/A,53 years old,Ahmedabad,72,302,7,--,8
AAK KAMANI,4.0,Food Processing,201-500 Employees,N/A,61 years old,Mumbai,72,320,--,--,10
CISB,3.8,Law Enforcement & Security,1k-5k Employees,N/A,19 years old,Mumbai,72,381,2,--,8
NimbusPost,3.6,Logistics,51-200 Employees,N/A,4 years old,Gurgaon,72,351,3,25,16
Fortune Business Insights,4.3,N/A,51-200 Employees,N/A,N/A,N/A,72,186,2,33,28
6Sense,3.9,Software Product,201-500 Employees,Startup,10 years old,San Francisco,72,304,3,24,40
AlmaBetter,3.7,N/A,N/A,N/A,N/A,N/A,72,438,7,13,3
Techjays,4.6,IT Services & Consulting,51-200 Employees,N/A,5 years old,Santa Cruz,72,104,3,--,44
Josh Software,3.2,IT Services & Consulting,201-500 Employees,N/A,N/A,N/A,72,621,6,24,7
Access Infotech,4.2,IT Services & Consulting,51-200 Employees,N/A,28 years old,Chandigarh,71,368,8,11,4
Cascade Revenue Management,2.8,IT Services & Consulting,201-500 Employees,N/A,N/A,N/A,71,387,3,--,3
Mahabal Group of Industries,3.3,Auto Components,51-200 Employees,N/A,58 years old,Sangli,71,438,1,--,4
Crystal Travel,4.1,Travel & Tourism,201-500 Employees,N/A,36 years old,London,71,409,--,--,21
Kich Architectural Products,3.8,Architecture & Interior Design,51-200 Employees,N/A,20 years old,Rajkot,71,339,4,4,6
Amit Metaliks,3.3,Iron & Steel,201-500 Employees,N/A,19 years old,Kolkata,71,347,8,--,8
The Judge Group,3.5,Recruitment,501-1k Employees,N/A,7 years old,Wayne,71,520,7,29,9
Mahabal Group of Industries,3.3,Auto Components,51-200 Employees,N/A,58 years old,Sangli,71,438,1,--,4
Access Infotech,4.2,IT Services & Consulting,51-200 Employees,N/A,28 years old,Chandigarh,71,368,8,11,4
Cascade Revenue Management,2.8,IT Services & Consulting,201-500 Employees,N/A,N/A,N/A,71,387,3,--,3
Aditya Hospital,4.0,Healthcare,51-200 Employees,N/A,25 years old,Hyderabad,71,297,1,--,9
Presto Stantest,3.9,Industrial Machinery,51-200 Employees,N/A,41 years old,Faridabad,71,287,2,1,8
Seshasayee Paper & Boards,4.2,Pulp & Paper,1k-5k Employees,N/A,63 years old,Chennai,71,330,3,1,6
Vantage Integrated Security Solutions,3.5,Electronics Manufacturing,51-200 Employees,N/A,33 years old,West Midlands,71,410,2,19,8
Wadhokar,3.4,Auto Components,51-200 Employees,N/A,55 years old,Pune,71,478,3,--,8
Surat Goods Transport,4.3,Logistics,1k-5k Employees,N/A,60 years old,Mumbai,71,330,3,--,12
City Hospital,3.9,Healthcare,501-1k Employees,N/A,N/A,N/A,71,445,2,--,7
Tata Interactive Systems,2.7,IT Services & Consulting,501-1k Employees,N/A,33 years old,Mumbai,71,392,1,--,10
TeraSoftware,3.7,IT Services & Consulting,501-1k Employees,Public,29 years old,Hyderabad,71,589,1,--,4
Valenta AI Private Limited,3.3,IT Services & Consulting,201-500 Employees,N/A,12 years old,North York,71,404,8,18,15
Jindal Pipes,3.6,Building Material,1k-5k Employees,Public,53 years old,Gurugram,71,346,4,--,7
Tricolite Electrical Industries,3.9,Electrical Equipment,51-200 Employees,N/A,64 years old,Sahibabad,71,367,2,--,9
Captain Tractors,3.4,Automobile,51-200 Employees,N/A,29 years old,Rajkot,71,390,5,15,7
SISA Information Security,2.6,Hardware & Networking,201-500 Employees,N/A,20 years old,Bangalore,71,690,4,23,9
Infosearch BPO Services,3.2,BPO,201-500 Employees,N/A,18 years old,Chennai,71,421,6,7,7
Malpani Group,4.1,Power,1k-5k Employees,N/A,129 years old,Sangamner,71,451,3,--,4
Captain Tractors,3.4,Automobile,51-200 Employees,N/A,29 years old,Rajkot,71,390,5,15,7
Mani Group,3.4,Real Estate,1k-5k Employees,N/A,N/A,N/A,71,350,4,--,6
Cello,3.9,N/A,10k-50k Employees,N/A,56 years old,Mumbai,71,440,1,4,9
Azure Knowledge Corporation,3.9,Analytics & KPO,1k-5k Employees,N/A,22 years old,Palo Alto,71,302,4,--,5
Medicamen Biotech,3.5,Pharma,51-200 Employees,Public,30 years old,New Delhi,71,459,5,--,5
Signiwis Technologies,3.7,IT Services & Consulting,51-200 Employees,N/A,9 years old,Bangalore/Bengaluru,71,215,7,5,22
Surat Goods Transport,4.3,Logistics,1k-5k Employees,N/A,60 years old,Mumbai,71,330,3,--,12
City Hospital,3.9,Healthcare,501-1k Employees,N/A,N/A,N/A,71,445,2,--,7
Enrich Agro Food Products,3.8,FMCG,201-500 Employees,N/A,12 years old,Gurgaon/Gurugram,71,449,5,1,10
Dr. Balabhai Nanavati Hospital,4.4,Healthcare,1k-5k Employees,N/A,72 years old,Mumbai,71,448,--,--,6
Nipro Medical,3.8,Healthcare,501-1k Employees,N/A,69 years old,Osaka,71,436,3,--,6
Bhartiya City Developers,3.3,Real Estate,201-500 Employees,N/A,36 years old,Bengaluru,71,458,1,3,9
Karnataka Power Corporation,4.0,Power,10k-50k Employees,State,53 years old,Bengaluru,71,335,1,--,5
Seinumero Nirman,3.5,Industrial Machinery,201-500 Employees,N/A,31 years old,N/A,71,390,4,2,7
iPlace,3.7,N/A,201-500 Employees,N/A,17 years old,N/A,71,530,1,--,9
KRIBHCO Fertilizers Limited,4.3,Agro Chemicals,1-10 Employees,Public,28 years old,Noida,71,264,3,--,10
SSM InfoTech Solutions,3.4,IT Services & Consulting,51-200 Employees,N/A,22 years old,Surat,71,536,6,3,8
KRIBHCO Fertilizers Limited,4.3,Agro Chemicals,1-10 Employees,Public,28 years old,Noida,71,264,3,--,10
United Biscuits,4.5,Food Processing,501-1k Employees,N/A,75 years old,Hayes,71,296,2,--,7
iPlace,3.7,N/A,201-500 Employees,N/A,17 years old,N/A,71,530,1,--,9
Enrich Agro Food Products,3.8,FMCG,201-500 Employees,N/A,12 years old,Gurgaon/Gurugram,71,449,5,1,10
Nipro Medical,3.8,Healthcare,501-1k Employees,N/A,69 years old,Osaka,71,436,3,--,6
Bhartiya City Developers,3.3,Real Estate,201-500 Employees,N/A,36 years old,Bengaluru,71,458,1,3,9
Dr. Balabhai Nanavati Hospital,4.4,Healthcare,1k-5k Employees,N/A,72 years old,Mumbai,71,448,--,--,6
Karnataka Power Corporation,4.0,Power,10k-50k Employees,State,53 years old,Bengaluru,71,335,1,--,5
Seinumero Nirman,3.5,Industrial Machinery,201-500 Employees,N/A,31 years old,N/A,71,390,4,2,7
Hirotec,3.7,Auto Components,201-500 Employees,N/A,18 years old,New Delhi,71,517,5,12,9
Consultancy Services,4.1,Recruitment,11-50 Employees,N/A,13 years old,Rajkot,71,1.8k,4,1,9
Volansys Technologies,3.6,IT Services & Consulting,201-500 Employees,N/A,15 years old,Santa Clara,71,792,7,27,8
Bhagyalaxmi Rolling mill,3.7,Iron & Steel,11-50 Employees,N/A,19 years old,Jalna,71,285,1,--,6
we-do-IT,4.2,Software Product,201-500 Employees,N/A,28 years old,Melbourne,71,466,2,--,10
Lanco Amarkantak Power,4.5,Power,1-10 Employees,N/A,22 years old,Gurgaon,71,478,3,--,8
Bangalore Metro Rail Corporation,3.8,Urban Transport,201-500 Employees,Central,12 years old,Bengaluru,71,510,3,--,11
Vwr Lab Products,3.8,Pharma,501-1k Employees,N/A,171 years old,Radnor,71,628,--,--,7
Fitness First,4.7,Fitness & Wellness,501-1k Employees,N/A,15 years old,Gurgaon/Gurugram,71,298,1,--,14
Apex Auto,3.9,Industrial Machinery,201-500 Employees,Public,29 years old,Jamshedpur,71,405,5,--,6
Monotech Systems,4.0,Printing & Publishing,51-200 Employees,N/A,24 years old,Chennai,71,525,5,2,7
Thakral Services India,3.5,Law Enforcement & Security,501-1k Employees,N/A,40 years old,Bangalore,71,307,3,--,11
Pravin Masalewale,4.2,Food Processing,501-1k Employees,N/A,61 years old,Pune,71,344,1,--,10
Mcnally Sayaji Engineering,3.5,Industrial Machinery,201-500 Employees,Public,62 years old,Kolkata,71,507,1,--,12
Lexus Motors,3.7,Automobile,501-1k Employees,N/A,32 years old,Kolkata,71,303,2,--,5
BASE Educational Services,4.1,Education & Training,201-500 Employees,N/A,32 years old,Bangalore/Bengaluru,71,382,6,2,5
Prolific Systems & Technologies,4.0,Education & Training,51-200 Employees,N/A,26 years old,Thane,71,458,1,--,7
DiacriTech,3.2,Printing & Publishing,201-500 Employees,N/A,26 years old,Chennai,71,515,2,--,7
Brennan IT,4.0,IT Services & Consulting,201-500 Employees,N/A,26 years old,Mumbai,71,384,1,5,8
Advance Auto Parts,4.1,Auto Components,201-500 Employees,Forbes Global 2000,91 years old,Roanoke,71,692,5,--,20
SSM InfoTech Solutions,3.4,IT Services & Consulting,51-200 Employees,N/A,22 years old,Surat,71,536,6,3,8
Infoplus Technologies,3.5,IT Services & Consulting,201-500 Employees,N/A,23 years old,Borehamwood,71,490,3,1,10
SISA Information Security,2.6,Hardware & Networking,201-500 Employees,N/A,20 years old,Bangalore,71,690,4,23,9
Infosearch BPO Services,3.2,BPO,201-500 Employees,N/A,18 years old,Chennai,71,421,6,7,7
Unique Enterprises,3.2,Internet,11-50 Employees,N/A,25 years old,New Delhi,71,582,2,2,8
Renu Electronics,3.7,Industrial Automation,51-200 Employees,N/A,32 years old,Pune,71,480,2,6,7
Hyoseong Electric,3.4,Auto Components,51-200 Employees,Public,50 years old,Busan,71,511,5,--,14
Bse Institute,3.5,Education & Training,51-200 Employees,N/A,34 years old,Mumbai,71,402,6,4,11
Blue Consulting,3.8,Accounting & Auditing,51-200 Employees,N/A,18 years old,Noida,71,333,4,16,11
inMorphis Services,4.2,IT Services & Consulting,201-500 Employees,N/A,8 years old,Boston,71,504,3,18,9
Lodha & Company,3.4,Management Consulting,51-200 Employees,N/A,82 years old,Kolkata,71,510,7,2,3
Imperial Electric Company,4.1,Engineering & Construction,501-1k Employees,N/A,12 years old,Kolkata,71,402,--,--,3
DM Wayanad Institute of Medical Sciences,3.7,Education & Training,1k-5k Employees,N/A,13 years old,Meppadi,71,200,--,--,9
BACS HITECH ENGINEERING,3.9,Engineering & Construction,501-1k Employees,N/A,5 years old,Bhilai Nagar,71,126,3,1,42
Hotel Andaz Delhi Aerocity,3.9,Hospitality,201-500 Employees,N/A,N/A,N/A,71,263,5,--,12
Dr. Mehta's Hospitals,3.9,Healthcare,201-500 Employees,N/A,90 years old,Chennai,71,417,3,9,9
Swan Solutions & Services,4.3,IT Services & Consulting,201-500 Employees,N/A,34 years old,Mumbai,71,375,3,9,8
Ars Traffic And Transport Technology,3.0,IT Services & Consulting,51-200 Employees,N/A,26 years old,Nassaulaan,71,477,2,9,5
Gopaldas Visram Pvt.ltd,3.6,Pharma,51-200 Employees,N/A,78 years old,Mumbai,71,480,3,--,7
Zymr Systems,3.3,IT Services & Consulting,201-500 Employees,N/A,11 years old,San Jose,71,499,5,21,14
Vegazva Engineering,3.6,IT Services & Consulting,51-200 Employees,N/A,16 years old,Gurgaon/Gurugram,71,304,4,10,4
Spark Engineering,3.5,Automobile,51-200 Employees,N/A,34 years old,Ghaziabad,71,531,--,1,9
South India Krishna Oil & Fat,4.3,Oil & Gas,1k-5k Employees,N/A,14 years old,New Delhi,71,395,3,2,13
BeatO,3.0,Fitness & Wellness,201-500 Employees,Startup,8 years old,Delhi,71,273,4,79,32
Hitachi Astemo Brake Systems India Jalgaon Plant,4.2,N/A,N/A,N/A,N/A,N/A,71,141,1,--,3
Soroco,3.2,Software Product,201-500 Employees,N/A,14 years old,Boston,71,705,7,17,8
Jocata Financial Advisory and Technology,3.6,Financial Services,501-1k Employees,N/A,13 years old,Hyderabad/Secunderabad,71,707,9,2,9
Doctors for you,4.0,Non-Profit,501-1k Employees,N/A,16 years old,bombay,71,342,8,3,12
HR Spot,4.6,Education & Training,11-50 Employees,N/A,11 years old,Kolkata,71,71,--,--,26
KLM Laboratories,3.9,N/A,51-200 Employees,N/A,N/A,N/A,71,393,2,--,7
Valu Connex Telecom Services Private,4.4,Telecom,51-200 Employees,N/A,12 years old,Navi Mumbai,71,273,4,--,6
Jhajharia Nirman Limited,4.1,N/A,201-500 Employees,Public,15 years old,New Delhi,71,406,4,--,17
Sarda Metals & Alloys,4.1,Metals & Mining,201-500 Employees,Public,50 years old,Raipur,71,367,8,2,4
Axis Asset Management Company,4.2,Financial Services,1k-5k Employees,N/A,14 years old,Mumbai,71,397,2,132,3
Orane International,3.8,Beauty & Personal Care,201-500 Employees,N/A,14 years old,Mohali,71,419,6,2,8
KW Group,3.8,Non-Profit,201-500 Employees,N/A,13 years old,Petaling Jaya,71,428,3,3,4
Garments India,4.5,Fashion & Textile,501-1k Employees,N/A,45 years old,Jaipur,71,996,5,--,5
Premsons Motor Udyog,4.0,Auto Components,1k-5k Employees,N/A,27 years old,Ranchi,71,417,4,6,10
Profectus Capital,4.0,Financial Services,51-200 Employees,N/A,6 years old,Mumbai,71,495,8,17,7
IVY SOFTWARE DEVELOPMENT SERVICES,4.1,Software Product,1k-5k Employees,N/A,22 years old,Hyderabad/Secunderabad,71,418,13,4,15
Monjin Interviews,3.7,Software Product,51-200 Employees,Startup,9 years old,Pune,71,126,3,2,7
Alexis Global,3.5,Logistics,501-1k Employees,N/A,10 years old,New Delhi,71,385,2,--,3
24seven,4.5,Retail,51-200 Employees,N/A,N/A,N/A,71,389,4,--,11
Gainwell CAT,4.3,Industrial Machinery,501-1k Employees,N/A,N/A,N/A,71,316,11,--,13
DentalKart,4.5,Internet | Startup,N/A,Startup,8 years old,new delhi,71,253,4,2,5
Ceipal,3.7,Software Product,201-500 Employees,N/A,N/A,N/A,71,554,4,13,8
Maruti Suzuki Arena KTL,4.1,N/A,11-50 Employees,N/A,N/A,N/A,71,538,9,--,7
ASC Technology Solutions,4.6,N/A,51-200 Employees,N/A,N/A,N/A,71,82,2,--,3
ARaymond,4.1,Auto Components,501-1k Employees,N/A,N/A,N/A,71,848,6,8,9
Allset Business Solutions,3.7,BPO,51-200 Employees,N/A,N/A,N/A,71,590,5,--,7
Dyninno,3.8,IT Services & Consulting,501-1k Employees,N/A,4 years old,Gurgaon/Gurugram,71,296,9,12,5
ASC Technology Solutions,4.6,N/A,51-200 Employees,N/A,N/A,N/A,71,82,2,--,3
SAT n paper,4.4,N/A,N/A,N/A,N/A,N/A,71,58,--,--,1
BuyMore,4.0,N/A,N/A,N/A,N/A,N/A,71,99,2,2,2
Academor,3.7,Education & Training,51-200 Employees,N/A,1 years old,Bengaluru/Bangalore,71,49,6,--,1
Cubic Transportation Systems,3.8,IT Services & Consulting,51-200 Employees,N/A,29 years old,N/A,71,588,6,23,20
Jayabheri Automotives,3.9,Engineering & Construction,201-500 Employees,N/A,36 years old,Hyderabad,70,335,1,--,9
Airtel Africa,2.9,Telecom,N/A,N/A,N/A,N/A,70,571,9,9,5
Alice Blue Commodities,3.7,FinTech,501-1k Employees,N/A,17 years old,Bangalore/Bengaluru,70,526,--,14,10
Lotus Valley International School,3.9,Education & Training,201-500 Employees,N/A,19 years old,Noida,70,342,4,--,13
Abaris Healthcare,3.6,Pharma,11-50 Employees,N/A,18 years old,Ahmedabad,70,331,1,--,7
Rapid Global Business Solutions,4.1,Management Consulting,201-500 Employees,N/A,26 years old,Troy,70,495,2,14,7
Business Octane Solutions,4.2,Education & Training,51-200 Employees,N/A,16 years old,Gurgaon/Gurugram,70,367,4,2,11
Ayushman Hospital & Health Services,3.8,Healthcare,51-200 Employees,N/A,15 years old,New Delhi,70,430,1,5,4
ERD Technologies,3.5,Consumer Electronics & Appliances,501-1k Employees,N/A,26 years old,Noida,70,460,2,4,6
ProProfs,4.0,Software Product,51-200 Employees,N/A,13 years old,N/A,70,462,3,41,10
HERO ECOTECH,4.2,Automobile,51-200 Employees,Public,13 years old,Ludhiana,70,466,7,1,9
Healthcare Informatics,3.6,Software Product,201-500 Employees,N/A,17 years old,Vadodara/Baroda,70,312,2,19,5
Kelvion,3.9,Industrial Machinery,51-200 Employees,N/A,103 years old,Bochum,70,603,6,3,14
TSYS|Total System Services,4.5,FinTech,1k-5k Employees,Public,39 years old,Columbus,70,577,8,--,10
AVON Facility Management Services,4.4,Facility Management Services,10k-50k Employees,N/A,16 years old,Bengaluru,70,283,--,--,7
Jayabheri Automotives,3.9,Engineering & Construction,201-500 Employees,N/A,36 years old,Hyderabad,70,335,1,--,9
ekincare,2.9,Healthcare,201-500 Employees,Startup,9 years old,Hyderabad,70,506,7,21,7
AVON Facility Management Services,4.4,Facility Management Services,10k-50k Employees,N/A,16 years old,Bengaluru,70,283,--,--,7
Optimus Global Services,4.1,BPO,51-200 Employees,Public,21 years old,Chennai,70,854,--,--,12
Pricol Engineering Industries,3.9,Auto Components,51-200 Employees,Public,28 years old,Coimbatore,70,633,10,--,10
Cambridge International School,4.4,Education & Training,1k-5k Employees,N/A,10 years old,Nawanshahr,70,434,3,--,13
Magnum Mi Steel,3.7,Iron & Steel,51-200 Employees,N/A,21 years old,Bawal,70,421,4,--,2
Detroit Engineered Products,3.2,Automobile,201-500 Employees,N/A,25 years old,Troy,70,540,6,5,12
Genus Innovation,3.7,Power,201-500 Employees,N/A,25 years old,Jaipur,70,382,3,--,4
Excell Autovista,3.0,Automobile,501-1k Employees,N/A,19 years old,Mumbai,70,446,1,2,2
NEMHANS SOLUTIONS,4.2,Telecom,51-200 Employees,N/A,16 years old,Bhubaneswar,70,247,--,--,7
Pragmasys Consulting LLP,3.8,IT Services & Consulting,51-200 Employees,N/A,13 years old,Pune,70,639,4,3,9
Alice Blue Commodities,3.7,FinTech,501-1k Employees,N/A,17 years old,Bangalore/Bengaluru,70,526,--,14,10
